BINID	TAXID	Tool	filtered	genome_id	index	length_gs	name	precision_bp	precision_seq	rank	recall_bp	recall_seq	sample_id	seq_counts_gs	seq_length_mean	total_length	total_seq_counts	tp_length	tp_seq_counts
257		MetaBat2_GTDB		Otu283.0		4200513		0.9963535541520809	0.09090909090909091	NA	1.0	1.0	sample_0	1	383262.36363636365	4215886	11	4200513	1
270		MetaBat2_GTDB		Otu211		2429665		0.41362265943266296	0.0028328611898017	NA	1.0	1.0	sample_0	1	16640.538243626062	5874110	353	2429665	1
272		MetaBat2_GTDB		Otu99.0		3296144		0.5603570488086048	0.0125	NA	1.0	1.0	sample_0	1	73527.7625	5882221	80	3296144	1
274		MetaBat2_GTDB		Otu376		490866		1.0	1.0	NA	1.0	1.0	sample_0	1	490866.0	490866	1	490866	1
194		MetaBat2_GTDB		Otu245.0		4305777		0.254412356785191	0.0008771929824561404	NA	1.0	1.0	sample_0	1	14845.966666666667	16924402	1140	4305777	1
202		MetaBat2_GTDB		Otu40.1		6512824		1.0	1.0	NA	1.0	1.0	sample_0	5	1302564.8	6512824	5	6512824	5
201		MetaBat2_GTDB		Otu274.0		2269117		1.0	1.0	NA	1.0	1.0	sample_0	1	2269117.0	2269117	1	2269117	1
200		MetaBat2_GTDB		Otu660		2410811		1.0	1.0	NA	1.0	1.0	sample_0	2	1205405.5	2410811	2	2410811	2
2		MetaBat2_GTDB		Otu35.0		5051673		1.0	1.0	NA	1.0	1.0	sample_0	1	5051673.0	5051673	1	5051673	1
279		MetaBat2_GTDB		Otu189		5017551		1.0	1.0	NA	1.0	1.0	sample_0	1	5017551.0	5017551	1	5017551	1
276		MetaBat2_GTDB		Otu298		8180216		0.42525894492714567	0.000708215297450425	NA	1.0	1.0	sample_0	1	13623.121104815864	19235847	1412	8180216	1
283		MetaBat2_GTDB		Otu327		2011287		1.0	1.0	NA	1.0	1.0	sample_0	1	2011287.0	2011287	1	2011287	1
282		MetaBat2_GTDB		Otu72.0		3653830		1.0	1.0	NA	1.0	1.0	sample_0	2	1826915.0	3653830	2	3653830	2
252		MetaBat2_GTDB		Otu870		2736366		1.0	1.0	NA	1.0	1.0	sample_0	1	2736366.0	2736366	1	2736366	1
253		MetaBat2_GTDB		Otu203		4383451		1.0	1.0	NA	1.0	1.0	sample_0	3	1461150.3333333333	4383451	3	4383451	3
255		MetaBat2_GTDB		Otu220.0		5313838		1.0	1.0	NA	1.0	1.0	sample_0	4	1328459.5	5313838	4	5313838	4
247		MetaBat2_GTDB		Otu256		3293431		1.0	1.0	NA	1.0	1.0	sample_0	1	3293431.0	3293431	1	3293431	1
256		MetaBat2_GTDB		Otu26.0		3899934		1.0	1.0	NA	1.0	1.0	sample_0	1	3899934.0	3899934	1	3899934	1
244		MetaBat2_GTDB		Otu1337		3914592		0.9994367848431295	0.6666666666666666	NA	1.0	1.0	sample_0	2	1305599.3333333333	3916798	3	3914592	2
243		MetaBat2_GTDB		Otu315.0		3830131		0.9995263503191328	0.9	NA	1.0	1.0	sample_0	9	383194.6	3831946	10	3830131	9
139		MetaBat2_GTDB		Otu499		2222018		1.0	1.0	NA	0.9997547274594535	0.9090909090909091	sample_0	11	222147.3	2221473	10	2221473	10
42		MetaBat2_GTDB		Otu590		3926332		0.996629453818081	0.6666666666666666	NA	0.9991987432545185	0.9411764705882353	sample_0	17	164018.91666666666	3936454	24	3923186	16
47		MetaBat2_GTDB		Otu249.0		4516467		0.9976908437376576	0.25	NA	0.9989126456586531	0.5	sample_0	2	1130499.5	4521998	4	4511556	1
37		MetaBat2_GTDB		Otu70.0		3708226		1.0	1.0	NA	0.9985680484414919	0.6666666666666666	sample_0	3	1851458.0	3702916	2	3702916	2
131		MetaBat2_GTDB		Otu78		4802797		0.13718248694805718	0.0033519553072625698	NA	0.9981843913036508	0.75	sample_0	4	39046.60670391061	34946713	895	4794077	3
235		MetaBat2_GTDB		Otu1664		3901250		0.9973731260645722	0.9519230769230769	NA	0.9973641781480295	0.9339622641509434	sample_0	106	37511.682692307695	3901215	104	3890967	99
242		MetaBat2_GTDB		Otu648.0		5128065		0.9997061767630421	0.75	NA	0.9965581559516113	0.75	sample_0	4	1277979.25	5111917	4	5110415	3
3		MetaBat2_GTDB		Otu71		2791854		1.0	1.0	NA	0.9956111601824451	0.5	sample_0	2	2779601.0	2779601	1	2779601	1
215		MetaBat2_GTDB		RNODE_407_length_46658_cov_49.66972		464903		1.0	1.0	NA	0.9954592678472713	0.9047619047619048	sample_0	21	24357.473684210527	462792	19	462792	19
88		MetaBat2_GTDB		Otu2119.0		3577249		0.9978842785013985	0.8	NA	0.9949226346838032	0.9411764705882353	sample_0	17	178331.6	3566632	20	3559086	16
78		MetaBat2_GTDB		Otu980		3704782		0.9972496325219993	0.7222222222222222	NA	0.9945570346649276	0.7222222222222222	sample_0	18	205265.5	3694779	18	3684617	13
108		MetaBat2_GTDB		Otu352.0		5187932		0.9935272745515342	0.8990825688073395	NA	0.9925195627082236	0.8990825688073395	sample_0	109	47547.43119266055	5182670	109	5149124	98
296		MetaBat2_GTDB		Otu123.0		3153578		1.0	1.0	NA	0.9924038663384892	0.3333333333333333	sample_0	3	3129623.0	3129623	1	3129623	1
6		MetaBat2_GTDB		Otu61.0		4052363		1.0	1.0	NA	0.9923348426584686	0.5	sample_0	2	4021301.0	4021301	1	4021301	1
188		MetaBat2_GTDB		Otu46		1741653		1.0	1.0	NA	0.9911894045484376	0.6376811594202898	sample_0	69	39234.27272727273	1726308	44	1726308	44
245		MetaBat2_GTDB		Otu1448		2022780		0.9893048576999743	0.5714285714285714	NA	0.9910005042565183	0.8	sample_0	5	289463.85714285716	2026247	7	2004576	4
298		MetaBat2_GTDB		Otu304.0		4023492		1.0	1.0	NA	0.990866888762299	0.5	sample_0	2	3986745.0	3986745	1	3986745	1
125		MetaBat2_GTDB		Otu1297		2589900		0.9768186739877672	0.7192982456140351	NA	0.9899598440094212	0.9761904761904762	sample_0	42	46048.10526315789	2624742	57	2563897	41
269		MetaBat2_GTDB		Otu1334		6398369		0.023934307434268547	0.0028755663994423143	NA	0.9897003439470278	0.9252336448598131	sample_0	107	7684.937579876844	264577031	34428	6332468	99
254		MetaBat2_GTDB		Otu37.0		7327599		1.0	1.0	NA	0.9886853797539958	0.75	sample_0	4	2414896.6666666665	7244690	3	7244690	3
290		MetaBat2_GTDB		Otu67.0		3522108		1.0	1.0	NA	0.9885242019835848	0.5	sample_0	2	3481689.0	3481689	1	3481689	1
246		MetaBat2_GTDB		Otu64.0		5657770		1.0	1.0	NA	0.9878574067167807	0.5	sample_0	2	5589070.0	5589070	1	5589070	1
67		MetaBat2_GTDB		Otu549		3511658		0.9895708843340913	0.2962962962962963	NA	0.9872610032070321	0.8888888888888888	sample_0	9	129757.81481481482	3503461	27	3466923	8
46		MetaBat2_GTDB		Otu241.0		4875390		1.0	1.0	NA	0.9871085184980073	0.5	sample_0	2	4812539.0	4812539	1	4812539	1
286		MetaBat2_GTDB		Otu271		4470567		1.0	1.0	NA	0.9864569751443162	0.5	sample_0	2	4410022.0	4410022	1	4410022	1
64		MetaBat2_GTDB		Otu404.0		4559160		0.9968983573052449	0.5789473684210527	NA	0.9855563305521192	0.7857142857142857	sample_0	14	237225.73684210525	4507289	19	4493309	11
41		MetaBat2_GTDB		Otu634.0		2902377		0.9994221567892905	0.875	NA	0.9844534324796538	0.7777777777777778	sample_0	9	357363.375	2858907	8	2857255	7
285		MetaBat2_GTDB		Otu2.0		4145260		1.0	1.0	NA	0.984118487139528	0.5	sample_0	2	4079427.0	4079427	1	4079427	1
267		MetaBat2_GTDB		Otu13.0		2655422		0.5251058721303398	0.5	NA	0.9840533820989659	0.5	sample_0	2	2488143.0	4976286	2	2613077	1
127		MetaBat2_GTDB		Otu595.0		5527348		0.5013520322433576	0.41134751773049644	NA	0.9837985594538284	0.7073170731707317	sample_0	82	76923.86524822695	10846265	141	5437797	58
217		MetaBat2_GTDB		Otu415.0		4978230		1.0	1.0	NA	0.9809416198126644	0.9090909090909091	sample_0	11	488335.3	4883353	10	4883353	10
155		MetaBat2_GTDB		Otu1126		2593475		0.9975106331415198	0.96875	NA	0.9808068325316419	0.9029126213592233	sample_0	103	26562.979166666668	2550046	96	2543698	93
128		MetaBat2_GTDB		Otu222.0		6728401		0.5321480524722503	0.8666666666666667	NA	0.9797251977104219	0.9435483870967742	sample_0	124	91759.25925925926	12387500	135	6591984	117
168		MetaBat2_GTDB		Otu36.0		4137509		1.0	1.0	NA	0.9785875994469135	0.5	sample_0	2	4048915.0	4048915	1	4048915	1
206		MetaBat2_GTDB		Otu6		2466530		0.9986348959688014	0.9534883720930233	NA	0.9775563240666036	0.8723404255319149	sample_0	47	56150.41860465116	2414468	43	2411172	41
249		MetaBat2_GTDB		Otu405.0		3515402		0.16251534510669638	0.0009185548071034905	NA	0.9774560633463826	0.6	sample_0	5	6473.835884874464	21143548	3266	3436151	3
140		MetaBat2_GTDB		Otu1089		3849909		0.9881094270539805	0.3333333333333333	NA	0.9754903297714309	0.9230769230769231	sample_0	13	105576.16666666667	3800742	36	3755549	12
100		MetaBat2_GTDB		Otu159		3345961		0.8862620999287963	0.3212121212121212	NA	0.9720265717382839	0.6973684210526315	sample_0	76	22240.927272727273	3669753	165	3252363	53
303		MetaBat2_GTDB		Otu282.1		4910232		0.6750951077439672	0.07019867549668875	NA	0.9716215038311835	0.8688524590163934	sample_0	61	9360.245033112582	7066985	755	4770887	53
87		MetaBat2_GTDB		Otu1469.1		4060355		0.48236198495787264	0.11589403973509933	NA	0.9709729814265009	0.9210526315789473	sample_0	38	27063.947019867548	8173312	302	3942495	35
186		MetaBat2_GTDB		Otu605		2836879		0.9989886513898778	0.99375	NA	0.96936668782842	0.9034090909090909	sample_0	176	17204.75	2752760	160	2749976	159
302		MetaBat2_GTDB		Otu453		2994467		1.0	1.0	NA	0.9685139291900695	0.6781609195402298	sample_0	87	49155.64406779661	2900183	59	2900183	59
278		MetaBat2_GTDB		Otu1129		5054908		0.9923900949295434	0.8255813953488372	NA	0.9676142473809612	0.8875	sample_0	80	57310.558139534885	4928708	86	4891201	71
163		MetaBat2_GTDB		Otu1027		3923986		0.9966982049173115	0.8235294117647058	NA	0.9641423287442922	0.9655172413793104	sample_0	29	111641.58823529411	3795814	34	3783281	28
308		MetaBat2_GTDB		Otu12.0		3659618		1.0	1.0	NA	0.9627726172513087	0.3333333333333333	sample_0	3	3523380.0	3523380	1	3523380	1
222		MetaBat2_GTDB		Otu364		1434473		0.9955561304084242	0.9629629629629629	NA	0.9604774715174144	0.8125	sample_0	64	25628.314814814814	1383929	54	1377779	52
265		MetaBat2_GTDB		Otu391		3107339		0.9958303514747218	0.9423076923076923	NA	0.9596670977965391	0.7903225806451613	sample_0	124	28793.240384615383	2994497	104	2982011	98
182		MetaBat2_GTDB		Otu987		9329432		0.9991372933460014	0.9924242424242424	NA	0.9569844123415016	0.751434034416826	sample_0	523	22565.227272727272	8935830	396	8928121	393
145		MetaBat2_GTDB		Otu1322		5934673		0.9978515214332786	0.8108108108108109	NA	0.9532029818660607	0.9375	sample_0	32	153219.67567567568	5669128	37	5656948	30
132		MetaBat2_GTDB		Otu726		5359107		0.5166967327188371	0.3532058492688414	NA	0.9523017547513046	0.7548076923076923	sample_0	416	11110.395950506187	9877142	889	5103487	314
103		MetaBat2_GTDB		Otu1544		4204669		0.9865363243191817	0.8505747126436781	NA	0.9519389041087419	0.8268156424581006	sample_0	179	23317.316091954024	4057213	174	4002588	148
79		MetaBat2_GTDB		Otu625		1983735		1.0	1.0	NA	0.9513634633658226	0.8181818181818182	sample_0	11	209694.77777777778	1887253	9	1887253	9
137		MetaBat2_GTDB		Otu592.0		3948919		0.9893790175630784	0.972	NA	0.9505175973475273	0.8154362416107382	sample_0	298	15175.244	3793811	250	3753517	243
43		MetaBat2_GTDB		Otu829.0		3420711		0.9889015569072396	0.9714285714285714	NA	0.9490854386704987	0.7630922693266833	sample_0	401	10422.168253968253	3282983	315	3246547	306
280		MetaBat2_GTDB		Otu1358		8928984		0.9996396003586773	0.9982638888888888	NA	0.9490045004000455	0.7555847568988173	sample_0	1522	7358.247395833333	8476701	1152	8473646	1150
211		MetaBat2_GTDB		Otu20		5251138		1.0	1.0	NA	0.9468798953674422	0.5	sample_0	2	4972197.0	4972197	1	4972197	1
170		MetaBat2_GTDB		Otu1475		2475854		1.0	1.0	NA	0.9458417176457093	0.8571428571428571	sample_0	63	43366.03703703704	2341766	54	2341766	54
228		MetaBat2_GTDB		Otu2407.0		5443738		0.2567913497555059	0.26187183033656064	NA	0.9437206566517345	0.7513227513227513	sample_0	756	9223.60580912863	20006001	2169	5137368	568
91		MetaBat2_GTDB		Otu454.0		4968968		1.0	1.0	NA	0.9426599245557629	0.6	sample_0	10	780674.5	4684047	6	4684047	6
173		MetaBat2_GTDB		Otu457.0		3841312		0.9992843293520186	0.9714285714285714	NA	0.9425378620637949	0.8717948717948718	sample_0	39	103519.28571428571	3623175	35	3620582	34
193		MetaBat2_GTDB		Otu150.0		3309057		0.9690694886440655	0.8426966292134831	NA	0.9419544601377371	0.7575757575757576	sample_0	99	36140.089887640446	3216468	89	3116981	75
28		MetaBat2_GTDB		Otu451		2053675		0.8780657776518696	0.6147859922178989	NA	0.9417668326293108	0.7417840375586855	sample_0	213	8570.673151750972	2202663	257	1934083	158
85		MetaBat2_GTDB		Otu1362.0		1659927		1.0	1.0	NA	0.941400435079374	0.7526881720430108	sample_0	93	22323.657142857144	1562656	70	1562656	70
237		MetaBat2_GTDB		Otu1399		2194541		0.9987041070211811	0.9931506849315068	NA	0.9390428340140375	0.7923497267759563	sample_0	183	14133.164383561643	2063442	146	2060768	145
292		MetaBat2_GTDB		Otu254		5835107		0.5043455496803475	0.9306122448979591	NA	0.9383303510972464	0.5922077922077922	sample_0	385	44310.873469387756	10856164	245	5475258	228
250		MetaBat2_GTDB		Otu10		5712595		1.0	1.0	NA	0.9378279048313419	0.6016949152542372	sample_0	118	75456.77464788733	5357431	71	5357431	71
120		MetaBat2_GTDB		Otu1957.0		3249600		0.9915259178382752	0.8981481481481481	NA	0.9367463687838503	0.8434782608695652	sample_0	115	28426.546296296296	3070067	108	3044051	97
143		MetaBat2_GTDB		Otu704		1702411		0.3056901114502897	0.2037691401648999	NA	0.9354010283063255	0.7757847533632287	sample_0	223	6135.828032979976	5209318	849	1592437	173
113		MetaBat2_GTDB		Otu88.0		3393736		1.0	1.0	NA	0.9342792132328501	0.5584415584415584	sample_0	77	73737.13953488372	3170697	43	3170697	43
16		MetaBat2_GTDB		Otu23		5732773		1.0	1.0	NA	0.9335803109594606	0.6666666666666666	sample_0	3	2676002.0	5352004	2	5352004	2
221		MetaBat2_GTDB		Otu683.0		5521362		0.9986522401563804	0.8666666666666667	NA	0.9329649097450955	0.896551724137931	sample_0	29	171939.63333333333	5158189	30	5151237	26
192		MetaBat2_GTDB		Otu139		5040427		0.3612688576928047	0.0011961722488038277	NA	0.9329340549917695	0.16666666666666666	sample_0	6	15569.744019138756	13016306	836	4702386	1
195		MetaBat2_GTDB		Otu1420.0		5263456		0.26207377515536856	0.3251833740831296	NA	0.9284299137296863	0.7080745341614907	sample_0	1127	7598.397310513447	18646467	2454	4886750	798
29		MetaBat2_GTDB		Otu22		3600306		1.0	1.0	NA	0.9231007031069026	0.4	sample_0	85	97748.38235294117	3323445	34	3323445	34
152		MetaBat2_GTDB		Otu371		5862143		0.1574445447647013	0.12797074954296161	NA	0.9228940679202128	0.7023411371237458	sample_0	299	20939.777574649605	34362175	1641	5410137	210
273		MetaBat2_GTDB		Otu722		4739605		0.9791912440183139	0.9425981873111783	NA	0.922735544417731	0.7609756097560976	sample_0	410	13493.477341389727	4466341	331	4373402	312
11		MetaBat2_GTDB		Otu1191		3586329		0.7109672298775497	0.23061630218687873	NA	0.9156744961212426	0.8055555555555556	sample_0	144	9182.769383697812	4618933	503	3283910	116
261		MetaBat2_GTDB		Otu1179.1		4720942		0.9649648008082554	0.25806451612903225	NA	0.9148602122203577	0.8	sample_0	30	48127.021505376346	4475813	93	4319002	24
227		MetaBat2_GTDB		Otu383		3259171		0.9892024354879312	0.6595744680851063	NA	0.9139222826909051	0.8157894736842105	sample_0	38	64066.85106382979	3011142	47	2978629	31
111		MetaBat2_GTDB		Otu73		5540271		0.9987524092886898	0.3333333333333333	NA	0.9135013431653434	0.3333333333333333	sample_0	6	844561.1666666666	5067367	6	5061045	2
197		MetaBat2_GTDB		Otu496.0		3031417		0.9939014363542753	0.970873786407767	NA	0.9131901021865352	0.8	sample_0	125	27041.223300970873	2785246	103	2768260	100
310		MetaBat2_GTDB		Otu1119.0		2516017		0.8821142269181154	0.8578431372549019	NA	0.9131854037552211	0.7608695652173914	sample_0	230	12767.843137254902	2604640	204	2297590	175
114		MetaBat2_GTDB		Otu2019		2678342		0.9698606075113906	0.8365384615384616	NA	0.9046021755250077	0.7631578947368421	sample_0	114	24020.44230769231	2498126	104	2422834	87
14		MetaBat2_GTDB		Otu921.0		4507798		0.9777402463531375	0.5544554455445545	NA	0.9043728223846765	0.6829268292682927	sample_0	82	41282.60396039604	4169543	101	4076730	56
251		MetaBat2_GTDB		Otu1184		3543150		0.9852199626061405	0.39285714285714285	NA	0.8991693831759875	0.6470588235294118	sample_0	17	115488.78571428571	3233686	28	3185892	11
10		MetaBat2_GTDB		Otu716.0		3945169		0.9829939762476841	0.9493670886075949	NA	0.8986651775880831	0.7653061224489796	sample_0	98	45654.70886075949	3606722	79	3545386	75
22		MetaBat2_GTDB		Otu2338		1475400		0.9890297192029188	0.9932885906040269	NA	0.8978873525823505	0.6548672566371682	sample_0	226	8989.510067114094	1339437	149	1324743	148
147		MetaBat2_GTDB		Otu613		3145869		1.0	1.0	NA	0.8950112035815859	0.625	sample_0	8	563117.6	2815588	5	2815588	5
204		MetaBat2_GTDB		Otu345.0		9446022		1.0	1.0	NA	0.8948257795715487	0.9090909090909091	sample_0	11	845254.4	8452544	10	8452544	10
203		MetaBat2_GTDB		Otu172.0		4539882		0.9831182662514544	0.6666666666666666	NA	0.8881548022613803	0.25	sample_0	8	1367118.6666666667	4101356	3	4032118	2
134		MetaBat2_GTDB		Otu265.0		4417500		1.0	1.0	NA	0.8871954725523487	0.375	sample_0	8	1306395.3333333333	3919186	3	3919186	3
94		MetaBat2_GTDB		Otu447.1		4069862		0.31985635902789455	0.2504424778761062	NA	0.8857071812262922	0.7486772486772487	sample_0	378	9973.243362831858	11269765	1130	3604706	283
117		MetaBat2_GTDB		Otu696		3947850		0.8985582778177392	0.707740916271722	NA	0.8856754942563674	0.6818873668188736	sample_0	657	6147.312796208531	3891249	633	3496514	448
30		MetaBat2_GTDB		Otu384.0		4147266		1.0	1.0	NA	0.8799090774500599	0.4	sample_0	5	1824608.5	3649217	2	3649217	2
236		MetaBat2_GTDB		Otu796		6421151		0.2724389061214678	0.0202808112324493	NA	0.8719259210692911	0.7123287671232876	sample_0	73	8015.0331513260535	20550545	2564	5598768	52
109		MetaBat2_GTDB		Otu1548.1		4639849		0.9641483996365949	0.8552631578947368	NA	0.8696032995901375	0.7926829268292683	sample_0	246	18354.657894736843	4184862	228	4034828	195
144		MetaBat2_GTDB		Otu2479		3031905		0.995946553548639	0.9895561357702349	NA	0.8679315479871565	0.6853526220614828	sample_0	553	6898.68407310705	2642196	383	2631486	379
191		MetaBat2_GTDB		Otu1428.0		4645718		0.9825712695252373	0.911504424778761	NA	0.867032824635503	0.7202797202797203	sample_0	143	36278.21238938053	4099438	113	4027990	103
219		MetaBat2_GTDB		Otu520.0		3937546		0.8839004869457108	0.7975708502024291	NA	0.8666725417303062	0.6263910969793323	sample_0	629	7815.384615384615	3860800	494	3412563	394
238		MetaBat2_GTDB		Otu169.1		2016105		0.9970338590061109	0.7	NA	0.8638106646231223	0.7777777777777778	sample_0	9	174671.4	1746714	10	1741533	7
21		MetaBat2_GTDB		Otu1279		7884010		0.9899775604601464	0.971307120085016	NA	0.8598546932335195	0.6831091180866966	sample_0	1338	7277.0818278427205	6847734	941	6779103	914
190		MetaBat2_GTDB		Otu681		1867462		0.3927590814373092	0.0642570281124498	NA	0.8540693197505491	0.7441860465116279	sample_0	86	4077.1746987951806	4060866	996	1594942	64
271		MetaBat2_GTDB		Otu719.0		4385915		0.9865006814585218	0.9619047619047619	NA	0.8522244503142445	0.696551724137931	sample_0	435	12028.355555555556	3788932	315	3737784	303
129		MetaBat2_GTDB		Otu169.0		4784456		0.03000736218820873	0.02948678071539658	NA	0.8517035165544421	0.573502722323049	sample_0	1653	4223.886189735615	135797941	32150	4074938	948
151		MetaBat2_GTDB		Otu1381		2070653		0.46872951496489573	0.5024038461538461	NA	0.8512266420303161	0.6593059936908517	sample_0	317	9039.34375	3760367	416	1762595	209
161		MetaBat2_GTDB		Otu1065		3470304		0.9637369979928566	0.8872549019607843	NA	0.8470439477348383	0.663003663003663	sample_0	273	14951.5	3050106	204	2939500	181
294		MetaBat2_GTDB		Otu1763.0		5162657		0.8685702807675699	0.7783595113438045	NA	0.8442799899354151	0.6380543633762518	sample_0	699	8757.904013961606	5018279	573	4358728	446
112		MetaBat2_GTDB		Otu931		2083507		1.0	1.0	NA	0.8376232957220686	0.5902140672782875	sample_0	327	9042.455958549222	1745194	193	1745194	193
72		MetaBat2_GTDB		Otu945		2668835		0.953327986546125	0.9395711500974658	NA	0.8275269921145368	0.5521191294387171	sample_0	873	4515.8986354775825	2316656	513	2208533	482
130		MetaBat2_GTDB		Otu1028		6920203		0.4770195868458688	0.44258809234507895	NA	0.8198180024487721	0.5078424538166608	sample_0	2869	3612.769441069259	11893237	3292	5673307	1457
150		MetaBat2_GTDB		Otu805		5931177		0.9317720540428651	0.8747390396659708	NA	0.8181418291849999	0.5787292817679558	sample_0	1448	5436.185803757829	5207866	958	4852544	838
95		MetaBat2_GTDB		Otu570.0		4380784		0.9595289729437445	0.8898678414096917	NA	0.8028455637164489	0.5796269727403156	sample_0	697	8073.649779735682	3665437	454	3517093	404
281		MetaBat2_GTDB		Otu1287		4794364		1.0	1.0	NA	0.8015743068319385	0.4918032786885246	sample_0	1525	5124.052	3843039	750	3843039	750
176		MetaBat2_GTDB		Otu163		7221652		1.0	1.0	NA	0.8007137425065622	0.6176470588235294	sample_0	34	275356.0	5782476	21	5782476	21
126		MetaBat2_GTDB		Otu1541		3778354		0.48675829203559545	0.38906009244992296	NA	0.7977071497271034	0.5355249204665959	sample_0	943	4770.436055469954	6192026	1298	3014020	505
62		MetaBat2_GTDB		Otu1016.0		3767029		0.9969637985236429	0.9940191387559809	NA	0.7975738970950317	0.4876760563380282	sample_0	1704	3604.8253588516745	3013634	836	3004484	831
177		MetaBat2_GTDB		Otu2438		2028059		1.0	1.0	NA	0.7940414948480295	0.56	sample_0	350	8216.137755102041	1610363	196	1610363	196
159		MetaBat2_GTDB		Otu954		1850526		1.0	1.0	NA	0.7883304530711809	0.537109375	sample_0	512	5304.821818181818	1458826	275	1458826	275
291		MetaBat2_GTDB		Otu895.0		3165133		0.25036712563229985	0.25068870523415976	NA	0.7875135104907124	0.4725519287833828	sample_0	1348	3918.0322707595433	9955720	2541	2492585	637
70		MetaBat2_GTDB		Otu1153		1323484		0.9552419369733776	0.9122137404580153	NA	0.7815568605287257	0.493801652892562	sample_0	484	4132.992366412213	1082844	262	1034378	239
230		MetaBat2_GTDB		Otu1446.0		6077640		0.3504398643518678	0.2770909090909091	NA	0.7788208910037449	0.5324947589098532	sample_0	1431	4911.638181818182	13507005	2750	4733393	762
275		MetaBat2_GTDB		Otu894.0		4306329		0.9875781804565479	0.9416666666666667	NA	0.7692382537423407	0.5900783289817232	sample_0	383	13976.079166666666	3354259	240	3312593	226
116		MetaBat2_GTDB		Otu555.0		4421702		0.7455807028764375	0.6309719934102141	NA	0.767994315311163	0.5463623395149786	sample_0	701	7503.504118616145	4554627	607	3395842	383
75		MetaBat2_GTDB		Otu483		5906295		0.9934138629893369	0.8586956521739131	NA	0.7607725316801819	0.7596153846153846	sample_0	104	49164.532608695656	4523137	92	4493347	79
77		MetaBat2_GTDB		Otu340		1697120		0.41688215390095035	0.4401840490797546	NA	0.7586252003393985	0.4498432601880878	sample_0	638	4736.733128834356	3088350	652	1287478	287
313		MetaBat2_GTDB		Otu754		7091123		0.9923714882062838	0.9633507853403142	NA	0.7576515031540139	0.5356622998544396	sample_0	687	14172.513089005235	5413900	382	5372600	368
98		MetaBat2_GTDB		Otu851.0		3288414		0.2717866586259178	0.2060580204778157	NA	0.7576208470101392	0.4749262536873156	sample_0	1017	3910.683447098976	9166642	2344	2491371	483
183		MetaBat2_GTDB		Otu2117		3908322		0.9947696622237567	0.9913941480206541	NA	0.7563752423674406	0.5013054830287206	sample_0	1149	5114.803786574871	2971701	581	2956158	576
38		MetaBat2_GTDB		Otu491.0		4102221		0.9972801512147978	0.9384615384615385	NA	0.7518870875069871	0.3609467455621302	sample_0	169	47581.83076923077	3092819	65	3084407	61
133		MetaBat2_GTDB		Otu1332.0		3592407		0.9618323793477261	0.9166666666666666	NA	0.7513121425272804	0.5303030303030303	sample_0	726	6681.242857142857	2806122	420	2699019	385
142		MetaBat2_GTDB		Otu205.0		6785759		0.2869464683216986	0.28835021707670044	NA	0.7474945691410496	0.4176054493057375	sample_0	3817	3197.6988060781478	17676879	5528	5072318	1594
110		MetaBat2_GTDB		Otu1002.0		1747582		0.5664022874607623	0.37757437070938216	NA	0.7172825080597076	0.5445544554455446	sample_0	303	5064.322654462243	2213109	437	1253510	165
212		MetaBat2_GTDB		Otu618.0		5015644		0.888969202909295	0.8380434782608696	NA	0.7172193640537486	0.46278511404561823	sample_0	1666	4398.495652173913	4046616	920	3597317	771
81		MetaBat2_GTDB		Otu626.0		3775622		0.4946855570949835	0.3860386879730866	NA	0.7158709214005003	0.5094339622641509	sample_0	901	4595.281749369218	5463790	1189	2702858	459
210		MetaBat2_GTDB		Otu1540		1374624		0.9518902280244231	0.8695652173913043	NA	0.7126850687897199	0.5211726384364821	sample_0	307	5593.413043478261	1029188	184	979674	160
